用户ID,年龄,性别,所在城市,职业,教育程度,婚姻状况,月工资收入,经营性收入,被动收入,月总流入,月总流出,储蓄率,活期存款,理财产品,股票基金,房产估值,总资产,净资产,信用卡欠款,房贷余额,其他贷款,总负债,负债率,养老金账户余额,缴纳年限,住房公积金余额,商业保险年缴,保险保额,风险偏好,计划退休年龄,目标养老金,期望收益率下限,期望收益率上限,期望退休后的月开销,健康状况,平台月访问次数,策略采纳率,交互问答次数,个性化设置次数,反馈积极度,信任评分,住房固定支出消费,家庭公共事业消费,家居家装消费,日用杂货消费,家庭服务消费,餐饮食品消费,日常通勤消费,私家车消费消费,长途差旅消费,服饰鞋履消费,美妆护肤消费,文娱消费,运动健身消费,兴趣爱好消费,教育培训消费,书籍文具消费,求医问药消费,保健养生消费,电子设备与通信消费,礼品礼金消费,公益慈善消费,意外杂项消费,保险消费,投资理财消费,贷款利息消费
U000165,35,女,大连,程序员,高中,离异,14689.71,11558.77,8468.04,34716.520000000004,24939.48,0.28,326123.72,1129803.99,273083.13,1100910.08,2829920.92,1719332.03,117388.01,852224.37,140976.51,1110588.8900000001,0.39,22632.87,7,144260.66,2441.92,1460370.94,激进,63,2592213.47,0.014,0.113,10564,优,2,0.3,40,2,0.78,65.05,1207.34,337.14,1938.08,36.48,626.43,2165.71,1186.23,432.65,1697.13,1197.74,2273.96,1898.44,1346.35,957.39,204.3,432.98,776.43,1307.26,1030.53,485.91,9.27,980.09,480.78,1896.19,34.65
U000166,44,女,南京,金融分析师,高中,未婚,13082.84,11479.31,3315.14,27877.29,21645.52,0.22,723542.78,942777.43,83754.08,2085153.49,3835227.7800000003,3139643.37,82473.84,456106.26,157004.31,695584.4099999999,0.18,52088.63,20,70974.08,5613.43,103239.77,激进,64,4140031.01,0.041,0.077,10794,良,2,0.2,2,8,0.48,70.03,2607.59,176.08,586.14,88.08,902.78,734.69,480.65,676.95,2084.49,200.76,20.97,1817.3,790.71,2033.38,834.82,1526.53,515.9,1273.1,2243.81,779.92,183.2,287.62,203.45,260.46,336.14
U000167,58,女,宁波,退休人员,博士,已婚,554.65,3507.99,7825.28,11887.92,8536.69,0.28,159112.09,2056816.53,16545.26,2952214.97,5184688.85,3966448.58,160579.38,893316.14,164344.75,1218240.27,0.23,167522.84,26,115555.17,8899.23,880370.02,积极,65,1448855.36,0.047,0.081,9651,差,20,0.31,3,1,0.42,55.92,297.78,26.52,28.63,58.75,227.47,75.03,103.79,159.34,520.59,4.35,326.59,344.42,499.44,841.17,6.34,52.03,677.16,191.16,259.1,338.96,354.16,836.52,1805.02,396.85,105.51
U000168,38,男,青岛,市场营销,博士,未婚,19594.02,17405.55,118.63,37118.2,39479.34,-0.06,305198.02,1967630.88,480881.36,2048628.93,4802339.1899999995,3293117.93,5168.22,1376568.21,127484.83,1509221.26,0.31,191236.73,13,91572.84,20474.87,545181.19,保守,63,1701895.17,0.015,0.099,13603,优,12,0.47,15,6,0.66,74.05,72.83,379.17,3285.34,427.08,359.73,214.49,2827.93,1000.36,1621.33,394.23,2047.56,2059.33,540.88,763.03,339.58,5416.0,1496.85,3934.1,521.67,2197.31,2094.96,1697.72,4864.03,721.69,202.14
U000169,19,女,青岛,学生,本科,已婚,1028.25,1757.58,1450.5,4236.33,3075.36,0.27,16680.46,1207824.59,28440.96,297069.29,1550015.3,1308104.27,78669.09,43364.94,119877.0,241911.03,0.16,0.0,0,0.0,15540.42,751916.88,保守,60,4532007.34,0.045,0.075,10722,一般,14,0.63,4,14,0.95,47.96,33.54,101.62,54.17,80.72,149.98,197.9,38.25,75.23,45.38,32.05,221.4,347.32,66.93,201.39,328.98,270.89,29.22,453.06,68.42,59.97,9.33,96.38,16.71,41.36,55.17
U000170,52,男,上海,企业管理,硕士,离异,21083.94,6653.09,600.59,28337.62,30542.37,-0.08,217025.18,1586069.4,245860.89,2785758.89,4834714.359999999,4374653.15,93986.49,267663.26,98411.46,460061.21,0.1,28774.52,24,64688.04,21857.2,212499.42,稳健,64,3719301.43,0.015,0.064,12719,一般,18,0.68,14,0,0.93,39.68,2042.55,353.15,1918.53,1908.4,1418.35,155.53,1149.26,2844.04,1124.93,395.0,680.71,1017.36,700.52,125.28,366.73,1589.73,1937.58,144.8,2985.01,390.91,1064.37,1366.32,1638.3,2857.07,367.95
U000171,65,女,武汉,退休人员,大专,未婚,1061.41,15419.81,4781.39,21262.61,17051.69,0.2,691379.05,3452171.53,35049.84,677540.53,4856140.95,3597086.71,69196.3,1033891.96,155965.98,1259054.24,0.26,24240.73,34,140256.33,14177.27,1363671.47,积极,70,748376.03,0.06,0.099,11512,良,11,0.53,10,2,0.89,79.43,198.39,1408.19,126.19,37.61,862.39,440.26,1290.3,329.91,125.72,1235.35,543.17,143.1,869.47,488.27,632.58,421.56,1203.83,1207.24,843.16,75.99,1245.49,758.53,814.73,307.69,1442.56
U000172,32,女,福州,教师,大专,已婚,17016.95,12612.34,3592.61,33221.9,21342.79,0.36,392330.59,1911842.88,69971.48,579278.16,2953423.11,1884108.21,82050.25,889418.14,97846.51,1069314.9,0.36,12598.53,8,96511.15,14790.65,1929907.69,保守,69,4849583.63,0.011,0.08,11913,优,10,0.73,2,12,0.38,82.46,102.41,449.15,1864.66,41.45,2790.63,974.66,855.62,270.48,245.27,2442.01,303.68,1280.8,428.19,128.57,9.24,673.73,3189.81,394.95,378.87,361.58,630.24,498.13,1817.21,603.79,607.68
U000173,53,男,青岛,科研人员,大专,未婚,18055.65,381.26,9071.79,27508.7,25010.53,0.09,201426.52,2368070.43,7182.6,1897984.36,4474663.91,3082969.3,141127.33,1231108.83,19458.45,1391694.61,0.31,122245.18,4,122670.03,3817.29,994286.99,激进,70,3270328.37,0.013,0.072,11394,良,10,0.75,12,10,0.38,74.47,878.77,520.98,532.75,1493.23,211.54,1666.88,1016.18,527.35,594.94,288.06,1354.7,698.56,375.8,880.41,5300.33,554.97,2461.56,410.98,54.67,221.89,526.89,240.87,0.22,2394.27,1803.75
U000174,27,女,重庆,自由职业,大专,已婚,13080.99,2824.74,830.31,16736.04,15868.24,0.05,315442.41,1030853.85,462837.77,20349.45,1829483.48,1527125.18,10396.66,169473.34,122488.3,302358.3,0.17,155532.33,0,131944.04,2268.31,14447.99,激进,57,3680335.62,0.04,0.077,12064,优,22,0.75,30,4,0.44,71.59,147.86,103.22,56.34,1036.25,2126.79,453.19,102.1,578.1,345.28,378.07,781.61,1020.9,94.34,29.17,4163.32,213.22,44.54,169.48,31.98,400.24,1305.12,335.96,472.72,906.08,572.34
U000175,43,男,上海,制造业工人,本科,离异,17432.08,19005.96,6271.92,42709.96,42338.02,0.01,253933.1,14395.63,117819.5,352523.47,738671.7,450658.59,72107.07,143525.78,72380.26,288013.11,0.39,152225.65,17,76131.11,15272.71,1252928.49,稳健,61,1743919.63,0.02,0.108,10058,差,21,0.78,15,15,0.42,73.56,7853.18,2544.89,517.81,1400.48,8778.17,3530.22,185.58,2220.06,768.15,12.69,935.98,484.72,3095.26,745.45,3183.96,1.08,666.52,499.96,481.91,127.94,375.33,1469.09,623.95,978.73,856.9
U000176,35,女,杭州,金融分析师,大专,丧偶,14933.16,866.35,7404.17,23203.68,24652.3,-0.06,114326.95,2160103.05,242530.7,348195.26,2865155.96,1557100.51,107409.5,1082104.62,118541.33,1308055.4500000002,0.46,65194.46,3,112063.01,27400.37,460126.47,稳健,58,1967595.01,0.015,0.104,13547,差,27,0.26,14,2,0.63,61.49,2473.41,712.69,420.5,118.52,3217.61,65.18,370.77,371.39,405.32,188.33,1604.08,137.13,1057.35,138.74,76.76,2520.21,221.29,1806.78,825.49,85.06,3264.72,297.64,2060.54,194.03,2018.75
U000177,33,女,北京,个体商户,硕士,已婚,14623.64,3883.1,3585.9,22092.64,16234.72,0.27,211611.54,85050.68,284332.92,841812.46,1422807.5999999999,627972.71,12888.68,698301.44,83644.77,794834.89,0.56,152067.92,3,132961.35,18048.72,1579093.93,稳健,60,3101546.51,0.038,0.074,12318,一般,13,0.79,31,6,0.71,84.4,2142.39,1882.57,1343.95,1719.23,174.33,262.35,267.61,371.39,392.15,617.15,136.7,922.18,143.91,291.52,549.17,1249.07,1055.44,813.84,132.88,621.45,71.81,371.78,418.72,31.88,251.25
U000178,29,女,合肥,制造业工人,博士,未婚,12823.17,18925.05,1827.51,33575.73,35225.17,-0.05,246485.39,108349.28,495636.75,366738.15,1217209.57,445343.71,54455.36,638546.47,78864.03,771865.86,0.63,161943.3,1,67866.21,6902.68,1116973.93,积极,55,3619219.28,0.03,0.073,15162,差,11,0.34,5,0,0.64,49.81,3783.0,535.05,54.27,243.09,613.35,3636.57,187.5,1776.07,141.72,4898.75,592.05,1838.68,516.67,1216.97,262.63,194.44,3426.39,3075.44,2690.86,1209.59,2034.48,88.12,502.14,463.7,1243.64
U000179,52,男,天津,医生,本科,已婚,15489.63,15797.17,3704.2,34991.0,29117.69,0.17,519389.89,3097377.54,35349.3,2680303.32,6332420.05,6146900.79,51267.55,49071.26,85180.45,185519.26,0.03,53957.88,30,91875.19,20478.17,414292.85,激进,67,864315.69,0.054,0.104,10881,优,1,0.51,11,1,0.38,53.76,2747.89,785.61,231.49,357.36,442.4,581.74,1679.74,1498.97,1943.33,734.59,2834.67,372.46,1032.98,2633.78,324.13,189.9,3510.49,685.25,1879.06,41.89,1911.26,619.95,93.59,1535.63,449.52
U000180,39,男,武汉,医生,硕士,未婚,14607.33,19625.03,2386.33,36618.69,24050.38,0.34,330160.49,2770486.4,290059.69,2877311.19,6268017.77,5078551.62,26853.63,1117525.07,45087.45,1189466.15,0.19,70542.33,8,75534.9,13406.85,108919.99,保守,66,2053519.62,0.034,0.092,9363,差,3,0.48,34,9,0.62,53.93,91.34,173.06,384.63,102.24,2627.85,6.59,719.02,142.99,399.76,2831.51,191.75,3670.77,250.5,1471.06,860.11,2346.42,877.8,831.43,236.44,197.64,2699.18,431.88,505.91,1550.71,449.8
U000181,50,女,合肥,教师,博士,丧偶,20850.05,2187.3,2759.43,25796.78,24469.3,0.05,397062.99,3062475.99,260343.82,1881828.59,5601711.390000001,3995087.07,43975.42,1454361.91,108286.99,1606624.3199999998,0.29,26405.47,11,63019.5,25819.82,42964.6,积极,61,783272.79,0.054,0.074,6068,一般,16,0.62,13,10,0.76,81.14,235.34,495.45,203.9,1078.88,1992.6,436.59,331.66,2580.7,466.11,531.82,343.2,1903.15,666.51,1137.5,1322.88,331.31,450.35,1494.51,357.5,1251.03,2241.46,773.06,1071.87,1295.14,1476.77
U000182,40,男,青岛,医生,本科,已婚,16729.01,15785.35,2267.82,34782.18,27337.09,0.21,201702.41,2536541.13,74169.17,853146.1,3665558.81,2581147.69,124307.8,927945.34,32157.98,1084411.1199999999,0.3,107063.34,5,145980.91,26858.61,1385718.54,平衡,59,1225646.21,0.016,0.12,9423,差,18,0.2,8,11,0.43,66.56,58.68,573.1,1249.0,667.34,1541.2,492.4,1123.05,230.05,1543.01,879.78,254.5,384.91,1539.63,734.77,271.39,3812.98,1400.2,3512.13,621.15,718.72,2544.97,830.22,1369.9,324.02,660.01
U000183,38,女,北京,市场营销,硕士,已婚,14812.02,6031.2,9204.34,30047.56,24106.59,0.2,339603.5,421613.27,229020.37,960653.79,1950890.9300000002,647487.17,541.08,1107742.47,195120.21,1303403.76,0.67,66256.13,9,71086.6,9100.57,1888019.05,积极,59,4098092.79,0.046,0.115,5027,一般,10,0.65,30,1,0.4,65.81,34.53,3262.45,239.24,938.39,1574.88,689.59,143.29,1122.67,790.4,1132.67,1265.94,3194.14,734.69,360.33,901.19,61.11,1962.72,109.59,342.45,1458.05,784.08,431.24,552.88,1661.89,358.19
U000184,18,女,苏州,学生,本科,已婚,292.72,2632.17,1562.57,4487.46,4413.63,0.02,93943.52,158820.15,424725.69,338531.69,1016021.05,659612.79,82355.64,195167.9,78884.72,356408.26,0.35,0.0,0,0.0,9171.05,295891.88,积极,68,2163334.85,0.029,0.077,13458,差,11,0.35,28,2,0.45,87.71,18.29,297.23,372.78,39.77,111.53,35.86,243.03,151.91,199.93,43.36,47.16,8.4,77.04,162.6,386.77,217.89,113.29,606.5,251.76,527.51,148.63,59.38,10.76,256.65,25.63
U000185,19,女,厦门,学生,硕士,未婚,454.85,4941.91,1050.6,6447.360000000001,4949.69,0.23,457244.97,1151823.84,187886.2,3309.43,1800264.44,1654405.14,56214.93,54665.77,34978.6,145859.3,0.08,0.0,0,0.0,21389.69,578926.33,平衡,70,690048.11,0.051,0.11,10644,差,9,0.5,29,7,0.32,30.16,200.1,39.64,104.13,209.36,763.22,283.57,557.9,313.17,195.31,46.49,239.54,212.91,201.13,146.72,163.99,88.77,159.71,47.99,356.62,44.81,19.36,124.96,234.13,125.53,70.64
U000186,29,女,上海,程序员,本科,离异,8131.05,2387.09,554.43,11072.57,12148.45,-0.1,39367.65,1826635.66,290532.89,282787.29,2439323.4899999998,1308339.92,93781.36,941994.07,95208.14,1130983.5699999998,0.46,138849.02,1,55980.33,21035.87,35090.16,激进,63,1232812.55,0.013,0.079,10598,优,28,0.65,22,5,0.34,53.48,218.38,1384.1,1311.47,357.62,203.6,684.65,19.17,329.96,210.07,1297.68,6.19,412.39,691.58,340.05,45.74,1840.7,373.98,488.03,138.35,338.54,287.28,39.89,57.51,931.02,140.51
U000187,38,男,重庆,教师,硕士,未婚,15667.89,11975.25,1671.36,29314.5,22317.23,0.24,215023.09,2450485.17,399938.6,814376.92,3879823.78,3141211.79,87943.91,543784.02,106884.06,738611.99,0.19,70325.87,4,1934.65,16270.56,746028.39,保守,70,2353975.27,0.056,0.07,12311,良,6,0.22,14,6,0.86,66.31,69.43,933.62,137.81,40.33,58.83,1950.73,136.29,50.16,625.44,2017.07,330.45,594.62,44.23,647.25,935.69,918.59,438.74,411.6,122.41,496.13,113.78,1579.67,3679.96,3809.75,2174.66
U000188,63,男,宁波,退休人员,高中,离异,1036.58,2780.28,4419.38,8236.24,9008.72,-0.09,486502.63,4025962.54,86103.58,914052.78,5512621.53,5177958.29,131025.0,177895.34,25742.9,334663.24,0.06,138848.85,14,46114.25,8162.82,1962219.14,保守,69,3608681.61,0.049,0.065,10913,优,15,0.71,1,6,0.38,81.55,483.3,134.46,399.0,243.55,263.43,567.81,132.62,153.29,1035.4,23.17,266.24,976.95,377.45,316.59,115.07,168.39,765.23,328.06,289.56,42.01,6.47,1327.74,189.49,370.17,33.27
U000189,26,男,武汉,教师,博士,丧偶,14580.81,15647.42,1840.2,32068.43,22534.5,0.3,504657.93,424998.2,175766.83,45389.66,1150812.6199999999,686407.42,86277.88,188369.0,189758.32,464405.2,0.4,69567.31,1,128270.71,21706.3,1225912.86,平衡,57,945975.58,0.039,0.061,10727,良,6,0.67,18,5,0.93,64.91,124.79,806.82,1345.85,482.81,1961.41,968.31,2124.5,904.24,130.28,343.07,208.64,2216.96,1322.58,1044.38,331.44,188.28,1307.45,594.98,236.89,887.47,38.11,365.43,585.17,148.22,3866.45
U000190,27,女,武汉,医生,高中,丧偶,13984.53,16694.84,1962.6,32641.97,26506.78,0.19,293123.07,957808.23,380704.72,157140.14,1788776.1600000001,1537213.66,48453.78,103945.52,99163.2,251562.5,0.14,72250.09,2,83569.82,1141.1,656230.81,平衡,58,2231515.03,0.033,0.104,7946,良,21,0.88,28,7,0.69,48.89,138.63,225.89,1454.75,550.16,827.19,21.08,34.78,585.9,1683.82,2148.87,90.03,767.25,2426.38,487.34,1756.3,142.46,2719.16,1381.69,2814.9,1120.56,448.27,2762.93,319.98,400.73,1197.73
U000191,25,女,天津,科研人员,硕士,丧偶,14786.47,525.86,876.12,16188.45,15043.51,0.07,46753.25,322577.01,200312.14,295278.62,864921.02,474120.07,10172.22,185058.06,195570.67,390800.95,0.45,12942.08,1,0.0,16361.42,1981322.64,积极,58,1547913.37,0.031,0.09,12030,一般,24,0.67,37,8,0.83,82.06,38.18,283.64,192.48,210.3,2357.97,596.18,732.45,2175.16,274.25,937.46,330.17,1179.52,115.4,1708.79,142.99,228.68,817.4,289.85,542.68,340.55,785.46,150.12,34.89,206.51,372.42
U000192,25,男,上海,教师,硕士,未婚,11230.32,610.95,978.68,12819.95,9171.53,0.28,518321.65,66877.92,368899.18,415156.23,1369254.98,1278272.57,49813.49,5349.78,35819.14,90982.41,0.07,120916.78,2,0.0,17104.09,192667.26,积极,57,3474862.72,0.036,0.09,7557,差,14,0.26,31,15,0.65,65.26,159.46,185.88,21.51,318.56,784.97,59.89,331.45,397.68,197.81,439.45,192.46,255.62,2.69,428.21,394.01,14.25,167.12,1406.37,198.69,253.65,875.96,459.69,317.48,581.7,726.99
U000193,32,女,青岛,金融分析师,高中,未婚,9843.27,9193.12,328.6,19364.989999999998,17008.92,0.12,533423.64,787915.89,353029.6,1474438.83,3148807.96,1962400.53,15331.66,1073584.78,97490.99,1186407.43,0.38,21876.4,10,73583.06,16392.0,1078784.77,激进,70,2641599.75,0.053,0.09,9358,优,12,0.31,37,12,0.73,52.93,2373.17,833.22,60.61,1386.27,456.87,49.68,556.52,376.55,1465.93,159.13,1221.59,568.98,39.17,2490.11,501.3,239.75,442.05,1360.77,253.68,149.29,96.39,246.65,1056.26,444.97,180.02
U000194,23,女,长沙,学生,博士,丧偶,1113.09,134.5,1782.69,3030.2799999999997,2335.22,0.23,51595.53,742057.51,178683.04,175634.63,1147970.71,905352.32,63479.04,49522.79,129616.56,242618.39,0.21,118506.33,0,0.0,3079.28,339558.48,平衡,65,668199.3,0.043,0.085,7538,优,16,0.82,17,0,0.79,68.22,38.61,268.39,40.1,423.11,63.38,18.84,211.66,58.87,118.04,392.96,4.91,9.71,121.65,31.59,19.44,3.83,2.11,142.15,13.78,60.18,88.87,53.37,2.62,146.04,1.01
U000195,47,女,重庆,个体商户,大专,离异,18587.4,13502.23,3359.67,35449.3,30180.98,0.15,588976.0,1137457.07,307413.94,1090002.92,3123849.9299999997,2146172.82,62782.72,745427.57,169466.82,977677.1099999999,0.31,157429.92,17,32112.02,9041.79,594640.54,保守,67,4120713.59,0.041,0.117,9697,一般,22,0.78,3,10,0.49,66.82,776.52,656.29,499.19,2211.58,2271.88,414.34,966.69,2648.9,3312.82,720.16,610.56,330.8,3231.16,156.04,877.99,336.22,331.24,525.66,6804.0,57.25,874.89,87.26,169.96,586.31,723.26
U000196,40,男,西安,企业管理,大专,离异,16790.65,13269.13,3133.53,33193.31,26792.22,0.19,175885.36,1546107.7,335780.12,1642687.47,3700460.6500000004,2540933.38,114516.55,941765.9,103244.82,1159527.27,0.31,37307.79,15,31942.92,30787.75,1484416.02,积极,69,1705711.79,0.042,0.109,8376,差,27,0.72,13,1,0.67,53.68,329.99,78.91,313.36,2947.19,2511.05,353.69,733.73,2084.62,5.38,1443.55,2570.49,83.06,152.72,2808.2,668.89,12.4,258.39,518.44,1023.99,1145.85,4671.84,294.02,670.17,661.02,451.26
U000197,27,女,北京,科研人员,高中,未婚,13383.32,4071.16,824.88,18279.36,18496.07,-0.01,368244.31,602649.59,300616.13,202932.97,1474442.9999999998,1375132.39,11810.09,38383.2,49117.32,99310.60999999999,0.07,165445.76,3,72807.35,27855.34,844038.26,平衡,56,1408957.29,0.024,0.062,10932,一般,25,0.74,35,5,0.75,32.75,215.36,655.56,991.82,604.73,3870.97,789.43,387.24,1235.51,156.11,405.42,355.94,472.2,1271.57,552.97,1319.77,717.69,349.71,1387.15,227.37,212.25,586.56,252.48,7.63,872.89,597.74
U000198,52,男,南京,公务员,硕士,丧偶,21935.54,13433.44,8857.19,44226.170000000006,35312.28,0.2,688644.59,3033900.96,118020.58,1712920.14,5553486.27,5162640.65,77038.27,180963.92,132843.43,390845.62,0.07,116083.95,24,139733.34,8964.37,1769129.72,平衡,60,3199195.92,0.049,0.079,9788,优,18,0.69,7,13,0.45,36.94,3819.27,948.31,2229.69,168.19,943.12,2267.62,979.85,1417.71,521.08,108.64,685.73,561.83,2259.85,313.25,3811.35,3553.94,318.65,479.09,2530.02,3807.59,656.25,433.56,836.3,1303.6,357.79
U000199,41,男,苏州,个体商户,硕士,未婚,15803.59,18974.22,3164.9,37942.71,30805.33,0.19,484744.3,2938111.79,439716.77,2810916.87,6673489.73,5387794.08,47915.74,1073506.84,164273.07,1285695.6500000001,0.19,4214.84,19,5221.41,23884.23,1597882.64,积极,56,3608071.05,0.049,0.074,9117,一般,17,0.41,20,11,0.93,74.54,491.6,875.38,501.29,276.75,479.98,4776.57,686.37,762.52,1113.84,5307.67,358.46,1482.14,1631.56,1211.65,120.22,1464.33,85.86,1175.26,1743.99,307.14,2388.6,39.95,2406.66,799.49,318.05
U000200,29,女,苏州,自由职业,高中,未婚,12228.81,4207.73,1780.49,18217.030000000002,19272.62,-0.06,372498.09,2154694.76,383370.45,203144.41,3113707.71,1645742.05,3659.22,1299666.88,164639.56,1467965.66,0.47,188099.08,7,110541.29,26590.47,665444.43,稳健,68,4445425.52,0.051,0.109,7198,差,22,0.31,4,11,0.59,77.4,2552.83,62.85,184.96,356.11,806.63,655.69,111.86,285.02,227.27,200.13,441.2,1014.33,204.28,380.55,413.06,3123.31,2577.44,1341.44,230.46,58.7,317.52,258.54,587.41,1252.9,1628.1
U000201,48,女,合肥,程序员,大专,未婚,16372.07,8013.24,6282.96,30668.269999999997,23211.61,0.24,64141.0,536596.29,258182.95,2908993.76,3767914.0,2332507.14,121270.72,1144744.05,169392.09,1435406.86,0.38,137150.68,25,140912.73,15531.25,1747011.69,保守,59,1673059.46,0.044,0.11,11590,良,25,0.33,2,13,0.56,55.58,369.6,61.9,1191.22,9.73,518.42,393.61,1164.56,1431.87,357.15,1644.51,342.85,582.39,1279.04,1163.09,4306.55,251.31,1069.51,926.8,2429.59,167.5,1372.79,827.46,316.35,633.72,400.09
U000202,63,男,厦门,退休人员,大专,丧偶,1051.89,3375.12,4010.35,8437.36,6871.82,0.19,241946.74,369604.26,183960.08,2841730.53,3637241.61,2451681.03,20653.69,1077875.14,87031.75,1185560.5799999998,0.33,183997.81,29,124088.62,19222.4,448967.9,稳健,68,1357448.74,0.053,0.107,10754,差,9,0.7,12,4,0.6,43.43,659.51,252.72,299.7,219.42,15.76,79.53,203.2,111.43,60.19,210.45,116.95,89.57,187.09,42.92,788.32,606.85,368.94,33.69,448.7,495.04,438.03,36.3,309.79,539.35,258.38
U000203,46,女,厦门,自由职业,硕士,离异,15410.11,19522.56,2354.86,37287.53,30780.42,0.17,188721.65,1923580.16,323617.78,257216.02,2693135.61,1124509.37,66581.19,1307165.21,194879.84,1568626.24,0.58,79510.94,6,107000.39,23945.72,1472208.21,稳健,63,828750.28,0.038,0.063,10385,优,29,0.29,11,1,0.3,62.8,66.08,1924.42,160.48,1078.51,654.02,1489.25,270.49,2222.35,2993.61,336.9,208.1,297.05,3960.39,1418.94,1189.52,213.16,1980.67,3825.03,3327.09,1858.06,147.83,225.22,95.52,562.35,275.39
U000204,40,男,福州,医生,硕士,未婚,22293.82,10074.93,9303.27,41672.020000000004,43295.08,-0.04,92343.67,951952.16,265211.9,425387.2,1734894.93,1627887.92,15189.47,66243.24,25574.3,107007.01000000001,0.06,174335.91,8,112173.51,29639.59,565851.02,稳健,63,3258192.07,0.048,0.076,8386,良,10,0.45,5,10,0.82,61.93,591.0,3481.65,1145.69,2189.89,1506.1,145.07,1618.43,391.05,1238.8,506.83,7369.34,371.84,397.83,3244.03,30.33,1450.08,1570.62,2200.28,4456.84,4513.42,82.05,2096.8,1263.3,1266.85,166.97
U000205,20,女,广州,学生,大专,丧偶,390.34,3529.81,872.86,4793.01,5260.81,-0.1,463603.17,81583.42,178260.06,354514.57,1077961.22,766527.88,43667.96,98597.71,169167.67,311433.34,0.29,0.0,0,0.0,5297.08,568232.9,保守,60,3874714.93,0.051,0.094,5899,一般,21,0.57,37,0,0.67,67.1,109.65,426.77,294.67,149.89,13.81,135.68,154.29,643.18,249.75,91.03,181.61,16.66,876.49,108.8,158.39,106.99,279.64,264.55,306.23,76.09,92.45,32.62,259.75,9.9,221.93
U000206,19,男,长沙,学生,高中,未婚,885.51,4756.1,1673.95,7315.56,4951.81,0.32,39720.99,1619863.49,329769.66,227027.76,2216381.9,2012322.25,84057.73,118840.85,1161.07,204059.65000000002,0.09,0.0,0,0.0,18800.71,1468639.12,稳健,59,1451150.87,0.012,0.099,13459,良,10,0.74,4,12,0.36,46.59,454.56,122.34,126.2,16.44,228.01,353.37,57.58,112.26,374.62,430.28,57.18,164.14,43.88,22.05,496.76,352.51,292.92,10.26,380.94,118.28,86.02,162.28,19.66,290.04,179.23
U000207,32,男,郑州,自由职业,本科,丧偶,12915.1,12943.36,9544.32,35402.78,23970.07,0.32,185098.93,2082861.1,367944.64,2765099.43,5401004.100000001,4320899.13,103025.71,905270.41,71808.85,1080104.97,0.2,19222.3,5,76897.98,14492.84,1770826.08,稳健,70,1708157.32,0.04,0.065,7715,良,13,0.75,39,5,0.6,57.69,65.58,990.28,2050.15,19.73,56.14,950.27,1912.98,442.07,480.69,1013.7,358.12,30.13,1484.9,1097.91,971.36,1512.48,1256.67,257.59,485.63,150.63,155.43,1259.99,2185.81,3675.83,1105.99
U000208,64,女,成都,退休人员,大专,丧偶,787.02,5814.06,4373.56,10974.64,11562.92,-0.05,448954.68,624147.46,63894.87,2708710.86,3845707.87,2852179.69,149793.76,784638.09,59096.33,993528.1799999999,0.26,9545.65,4,137595.3,20125.85,1021303.17,保守,70,925179.63,0.043,0.094,7714,优,8,0.38,18,2,0.84,31.06,53.47,802.55,414.02,461.21,728.3,581.83,861.3,27.71,659.16,911.25,161.42,489.86,180.6,1517.8,16.28,415.2,87.22,596.49,92.64,128.53,326.58,1179.59,113.93,74.59,681.4
U000209,30,女,长沙,公务员,本科,未婚,16643.44,11744.17,910.0,29297.61,27397.07,0.06,374286.24,662685.97,483359.81,435672.41,1956004.43,1508376.39,20591.09,277631.09,149405.86,447628.04000000004,0.23,120810.57,1,65069.84,519.54,789867.69,稳健,55,1272809.08,0.034,0.102,7337,良,27,0.63,38,15,0.51,82.85,996.11,254.35,163.58,1103.51,864.06,1348.72,355.25,570.04,498.88,3972.67,331.63,335.12,420.03,797.72,278.98,2368.31,296.28,2169.78,104.79,1025.36,2278.58,177.32,3312.14,578.61,2795.23
U000210,19,女,上海,自由职业,本科,未婚,11803.98,3480.16,376.44,15660.58,9606.32,0.39,235747.42,283050.67,120890.11,421044.85,1060733.0499999998,860277.17,75520.66,107716.51,17218.71,200455.87999999998,0.19,0.0,0,0.0,560.69,332210.99,保守,59,3824515.32,0.032,0.089,11504,差,0,0.79,37,7,0.44,67.01,214.76,124.82,216.6,58.41,92.94,66.14,328.96,949.86,91.2,83.54,616.99,131.41,61.45,109.22,1539.75,1030.89,261.49,638.15,461.07,676.38,686.75,592.83,185.11,23.81,363.78
