用户ID,年龄,性别,所在城市,职业,教育程度,婚姻状况,月工资收入,经营性收入,被动收入,月总流入,月总流出,储蓄率,活期存款,理财产品,股票基金,房产估值,总资产,净资产,信用卡欠款,房贷余额,其他贷款,总负债,负债率,养老金账户余额,缴纳年限,住房公积金余额,商业保险年缴,保险保额,风险偏好,计划退休年龄,目标养老金,期望收益率下限,期望收益率上限,健康状况,平台月访问次数,策略采纳率,交互问答次数,个性化设置次数,反馈积极度,信任评分,餐饮消费,衣物消费,住房消费,交通消费,娱乐消费,教育培训消费,医疗保健消费,健身运动消费,旅行度假消费,数字产品消费,宠物消费,图书影音消费,美容护肤消费,线上购物消费,线下购物消费,奢侈品消费,家庭日用品消费,母婴消费,绿色环保消费,慈善捐赠消费
U000152,28,男,郑州,退休人员,博士,丧偶,6942.1,14541.59,1530.87,23014.56,23936.66,-0.04,240143.29,987004.23,221502.24,466884.26,1915534.02,1579346.99,94777.79,186650.01,54759.23,336187.02999999997,0.18,155821.58,0,19731.88,744.03,1971911.19,平衡,69,1700881.76,0.038,0.074,良,7,0.28,1,11,0.36,80.69,431.57,4.76,3030.13,3149.07,1728.22,420.37,208.43,46.14,432.9,5291.38,660.41,1044.8,265.92,600.77,1749.45,2235.59,672.46,142.05,1184.82,637.42
U000153,53,男,郑州,教师,硕士,丧偶,21664.15,9476.94,1637.86,32778.950000000004,23375.87,0.29,339129.0,3536175.05,462717.54,2850594.13,7188615.72,6106321.91,34718.46,1007008.63,40566.72,1082293.81,0.15,40912.42,11,139065.48,35384.03,1734258.01,保守,65,3595382.17,0.053,0.113,良,13,0.42,1,12,0.8,55.62,815.59,850.18,1181.34,1809.02,1837.87,285.85,1052.16,805.7,3102.11,1514.57,1153.82,186.06,1411.97,189.17,624.12,233.89,1787.4,350.52,754.71,3429.82
U000154,42,男,成都,金融分析师,博士,已婚,22665.33,19676.61,392.52,42734.46,33918.3,0.21,550915.11,2984036.17,94925.17,1318661.62,4948538.07,3612330.35,118509.28,1160515.52,57182.92,1336207.72,0.27,33297.32,9,91970.14,1778.22,1033939.3,积极,54,2586105.29,0.042,0.065,优,16,0.19,18,4,0.58,51.02,452.18,1402.48,1075.23,36.19,3113.81,141.55,1272.02,1627.32,1958.68,2308.41,577.81,19.84,2542.97,1517.73,3578.23,3407.95,3667.22,1313.24,803.07,3102.39
U000155,28,男,武汉,程序员,博士,离异,9642.26,14367.49,247.09,24256.84,15938.74,0.34,260651.08,871064.13,261908.65,192043.69,1585667.5499999998,1209530.42,83853.06,102333.29,189950.78,376137.13,0.24,75735.73,3,6585.91,4853.13,670386.28,保守,54,1229558.43,0.017,0.106,差,1,0.44,19,14,0.5,41.75,1180.88,1309.91,384.04,48.14,300.13,995.23,1419.18,139.13,42.4,1283.37,301.71,477.26,2106.35,42.13,639.13,47.09,287.91,996.09,347.52,3591.15
U000156,43,男,重庆,医生,大专,离异,15991.06,10870.02,57.51,26918.59,28031.71,-0.04,173651.2,1854916.33,237855.99,1230454.1,3496877.62,2536982.76,10799.07,900153.16,48942.63,959894.86,0.27,109468.32,19,94295.31,26981.99,415275.2,激进,55,1167152.76,0.043,0.062,良,27,0.13,18,9,0.53,35.7,1755.23,830.35,532.89,925.12,999.03,152.6,988.95,1337.72,2749.72,2291.96,2644.34,18.0,526.19,2323.12,1418.23,11.42,3498.63,3176.67,1704.12,147.42
U000157,65,女,重庆,制造业工人,本科,离异,22371.84,7203.77,358.4,29934.010000000002,29462.73,0.02,306680.76,3814501.55,410132.37,2275325.96,6806640.64,6463292.74,151795.73,97388.8,94163.37,343347.9,0.05,24404.65,17,49381.28,16343.44,419690.74,激进,56,3254241.85,0.015,0.104,一般,20,0.52,2,15,0.81,69.31,1961.69,1794.55,2092.41,940.0,194.74,1432.46,1247.84,1746.22,239.8,279.34,2847.73,1785.41,3076.28,1831.22,1171.04,1367.45,2832.76,1113.67,1288.93,219.17
U000158,65,男,厦门,自由职业,博士,离异,25367.47,11252.69,5197.06,41817.22,38301.6,0.08,467879.23,764605.73,304702.88,2125761.2,3662949.04,3479513.92,176266.38,2371.38,4797.36,183435.12,0.05,125092.15,7,110620.26,8189.57,1230615.99,保守,63,2363185.13,0.027,0.094,优,20,0.27,20,6,0.78,46.54,1624.68,3187.57,799.32,571.57,952.66,699.17,612.03,1399.11,6030.76,1789.25,526.52,202.6,3013.19,1220.61,4363.37,2725.16,4023.91,802.8,2981.78,775.55
U000159,41,女,天津,教师,大专,离异,16715.52,7920.99,5689.22,30325.730000000003,32753.5,-0.08,590750.37,591747.52,416912.65,2766839.3,4366249.84,3584145.22,63242.29,711750.68,7111.65,782104.6200000001,0.18,27150.78,4,94080.07,28813.48,1073935.09,保守,60,2581115.34,0.051,0.116,一般,1,0.77,9,10,0.69,31.22,900.01,720.44,486.04,2721.39,566.22,2075.27,705.17,2488.2,3870.29,3453.03,3282.07,476.97,212.29,2753.99,1053.94,1299.01,72.6,689.45,78.59,4848.55
U000160,64,男,武汉,公务员,硕士,离异,22459.75,16848.12,5709.82,45017.689999999995,35779.3,0.21,559480.36,3631293.5,375770.1,2115798.55,6682342.51,6496145.39,55980.89,47442.32,82773.91,186197.12,0.03,99410.89,15,55737.54,32514.73,605257.41,平衡,66,1860432.34,0.016,0.107,良,6,0.83,14,0,0.86,88.82,327.08,955.68,46.63,1288.97,457.49,2676.07,2568.56,461.42,2711.54,6522.12,2046.75,2185.31,335.81,1008.14,81.65,116.95,7981.04,463.77,1617.21,1927.12
U000161,47,女,福州,公务员,硕士,未婚,14349.95,16442.77,9380.24,40172.96,37696.64,0.06,102192.21,2427311.62,229684.21,2141032.17,4900220.21,4632370.28,75217.66,6164.8,186467.47,267849.93,0.05,137410.47,19,130781.26,11365.18,1778371.75,平衡,53,2842599.7,0.043,0.079,良,18,0.71,20,6,0.52,42.52,39.83,784.81,2688.74,1466.4,658.63,1865.3,463.54,25.44,2538.01,1716.36,2522.8,69.74,3186.49,1696.79,1455.16,1720.43,3508.79,1552.48,1527.22,8209.7
U000162,27,女,大连,公务员,本科,离异,12667.76,305.13,1245.89,14218.779999999999,12185.93,0.14,117749.11,823247.62,159242.46,70778.41,1171017.5999999999,992146.27,73252.78,56653.54,48965.01,178871.33000000002,0.15,14248.57,4,133836.47,15190.22,101452.37,稳健,50,2618310.11,0.044,0.066,优,1,0.17,25,5,0.79,87.93,624.18,257.84,542.65,217.71,114.76,401.14,1162.91,1168.83,184.75,331.21,105.0,2399.11,1752.8,462.94,720.52,554.43,397.11,24.21,267.82,495.99
U000163,63,女,天津,制造业工人,博士,已婚,17423.28,11355.79,929.16,29708.23,29743.14,-0.0,649697.45,403641.44,155195.84,1933255.83,3141790.56,2111579.24,134902.86,705818.81,189489.65,1030211.3200000001,0.33,28744.34,39,38707.91,14138.18,366706.14,激进,60,4049504.18,0.054,0.087,优,0,0.15,3,11,0.64,84.97,4605.65,296.81,1124.45,1902.6,1935.71,1695.01,521.79,275.25,1637.47,1482.08,320.33,1979.11,984.14,1785.69,2943.35,301.43,31.33,2447.13,1524.67,1949.16
U000164,27,女,福州,教师,硕士,已婚,17844.99,6517.39,1298.9,25661.280000000002,25564.16,0.0,303664.97,941918.72,206720.95,310437.42,1762742.0599999998,1434213.72,56986.7,194778.35,76763.29,328528.33999999997,0.19,68142.83,5,88645.53,22039.22,870707.42,平衡,60,2950370.96,0.022,0.1,差,2,0.69,36,15,0.38,68.74,2252.77,2008.42,4010.62,949.7,829.3,635.8,206.42,1051.54,401.25,3144.78,1082.55,1111.53,542.3,66.04,39.9,680.98,109.3,1154.83,2632.89,2653.24
U000165,19,男,合肥,程序员,博士,丧偶,8408.15,3427.54,1192.81,13028.499999999998,13157.91,-0.01,160430.04,1257728.78,30741.11,108805.89,1557705.82,1278329.87,12224.67,116153.58,150997.7,279375.95,0.18,0.0,0,0.0,11641.44,583006.51,稳健,69,3100691.37,0.02,0.101,一般,10,0.34,19,13,0.8,89.48,777.98,850.23,85.7,523.37,132.13,635.11,2305.95,11.93,891.02,381.42,1419.23,244.81,735.75,25.22,159.84,27.15,1449.18,664.62,749.21,1088.07
U000166,18,男,宁波,科研人员,硕士,已婚,13468.13,4.22,1120.06,14592.409999999998,15896.21,-0.09,52655.19,536197.57,15592.37,215857.75,820302.88,502151.2,50754.09,125042.86,142354.73,318151.68000000005,0.39,0.0,0,0.0,16827.18,949742.83,保守,56,2999397.1,0.052,0.082,良,13,0.22,8,4,0.31,72.15,96.34,527.59,79.81,256.4,282.2,685.83,338.74,115.3,198.55,172.56,3915.23,1542.55,3720.08,627.51,353.36,1734.01,427.73,385.37,286.62,150.44
U000167,42,女,广州,医生,博士,离异,14090.01,17203.06,8935.82,40228.89,38124.73,0.05,669823.93,1932070.29,227197.18,1272374.05,4101465.45,3369355.62,109889.57,577072.08,45148.18,732109.83,0.18,84954.37,0,86690.78,27605.81,473499.93,积极,66,1711627.02,0.056,0.095,优,1,0.88,18,15,0.79,37.36,3228.89,186.12,680.91,4769.43,457.77,1208.58,5761.43,484.92,248.79,1909.07,1037.47,2387.46,4691.76,424.95,2503.87,2028.72,448.18,2817.86,921.01,1927.55
U000168,45,男,宁波,制造业工人,大专,未婚,13111.65,1768.93,4724.52,19605.1,19033.48,0.03,720308.29,253766.23,316843.83,2394294.72,3685213.0700000003,3493592.47,43749.96,79161.41,68709.23,191620.59999999998,0.05,155705.43,15,68105.22,30352.85,1147930.6,平衡,60,2394572.48,0.058,0.108,优,9,0.23,19,9,0.81,66.64,74.86,536.62,319.1,1506.87,51.16,472.89,534.77,1125.72,744.65,959.39,1308.66,1728.22,328.47,673.37,1598.55,3968.98,1920.88,404.91,189.32,586.1
U000169,27,女,长沙,律师,硕士,已婚,13242.79,2536.43,153.72,15932.94,15803.59,0.01,143669.06,1447124.74,137608.56,128477.86,1856880.2200000002,1476980.98,77108.63,120764.31,182026.3,379899.24,0.2,147793.45,5,66997.98,22700.32,522505.18,稳健,57,2682133.31,0.05,0.112,一般,10,0.89,9,4,0.89,78.93,597.59,1649.19,406.04,1778.71,472.81,360.19,547.85,1301.33,121.93,197.98,2738.76,174.71,759.32,783.92,608.95,936.97,236.43,728.31,421.44,981.16
U000170,22,女,青岛,自由职业,本科,未婚,17512.32,3777.42,231.99,21521.73,14716.56,0.32,207347.3,632870.97,373075.27,376213.93,1589507.47,1322368.79,50056.96,75960.16,141121.56,267138.68,0.17,0.0,0,0.0,11563.93,577584.44,平衡,64,2219018.43,0.026,0.092,差,30,0.13,34,11,0.97,58.07,122.68,681.72,165.11,263.19,198.88,162.7,1407.76,271.12,2110.38,2823.61,682.44,124.35,378.15,1287.8,368.98,73.36,655.68,1502.9,1280.63,155.13
U000171,39,男,长沙,科研人员,博士,已婚,12493.12,14686.27,5887.24,33066.63,23062.75,0.3,232810.56,2036321.07,89958.33,1642837.67,4001927.63,2665882.46,86118.64,1247534.25,2392.28,1336045.17,0.33,19539.75,3,102824.93,11143.07,1450501.31,保守,58,1368857.89,0.011,0.066,良,30,0.58,13,3,0.8,37.8,340.05,2862.32,396.79,422.02,0.9,2825.49,2173.06,1363.52,1916.5,227.84,846.92,597.68,136.03,919.72,3501.88,56.48,475.96,321.33,375.74,3302.52
U000172,33,女,武汉,制造业工人,高中,丧偶,16644.08,13209.56,757.14,30610.78,25306.6,0.17,627005.85,2038801.69,346110.75,2002737.61,5014655.9,4383170.88,89333.87,386004.89,156146.26,631485.02,0.13,55457.5,0,57419.85,9946.38,120117.3,平衡,58,1300682.69,0.013,0.119,优,6,0.59,11,15,0.38,65.14,700.43,696.75,1586.21,186.21,741.22,623.7,1008.19,8570.11,1628.11,562.88,1950.32,207.7,34.33,253.79,461.75,792.86,1059.51,2679.37,791.21,771.96
U000173,19,女,深圳,制造业工人,博士,离异,5547.66,2856.72,501.19,8905.57,7328.76,0.18,439291.07,290265.84,320167.63,466446.86,1516171.4,1264387.75,58485.31,53287.3,140011.04,251783.65000000002,0.17,0.0,0,0.0,24155.71,981358.91,平衡,63,2317607.38,0.046,0.109,一般,2,0.53,0,12,0.97,83.17,981.54,94.08,13.58,320.16,145.62,27.33,692.61,63.55,503.43,177.22,102.35,256.54,868.33,267.33,746.24,72.02,795.88,145.24,607.64,448.06
U000174,27,女,宁波,市场营销,硕士,未婚,18574.09,7307.11,1706.68,27587.88,21243.53,0.23,479473.5,1787064.74,144979.33,101560.24,2513077.8100000005,2129762.95,57665.45,193502.59,132146.82,383314.86,0.15,59774.07,3,134469.1,17720.34,718522.24,保守,52,4483463.7,0.032,0.071,一般,1,0.25,37,7,0.64,34.09,2271.28,420.36,58.74,16.6,1504.67,638.27,1280.8,229.2,363.16,26.23,2794.49,945.73,2321.92,264.75,811.15,973.65,327.82,1617.02,2523.03,1854.67
U000175,18,男,深圳,教师,硕士,已婚,8932.28,2027.54,423.36,11383.18,10551.35,0.07,251097.43,1786170.6,435100.01,268280.7,2740648.74,2615914.49,63730.43,46597.13,14406.69,124734.25,0.05,0.0,0,0.0,11968.98,1836038.15,保守,51,1592071.48,0.042,0.061,良,20,0.14,19,3,0.62,41.09,159.25,1592.09,4.98,606.17,589.83,469.3,2222.59,179.98,200.04,39.59,281.59,145.66,202.54,866.3,1319.68,98.93,224.38,1271.07,30.72,46.66
U000176,32,男,北京,医生,高中,离异,17265.9,6484.7,9758.53,33509.130000000005,29755.55,0.11,85144.23,2174710.44,396550.83,2292683.65,4949089.15,4354072.74,67611.72,503255.59,24149.1,595016.41,0.12,28247.36,6,25207.63,10949.85,330012.25,积极,57,4665539.89,0.012,0.066,差,27,0.61,24,5,0.31,61.65,277.95,1414.73,255.1,5388.05,925.87,1089.04,443.06,995.97,1696.4,2175.95,2192.96,1349.19,3671.64,2660.07,2213.3,89.49,10.8,373.59,1703.86,828.55
U000177,39,男,南京,程序员,大专,未婚,18596.57,2861.76,2709.5,24167.83,19943.52,0.17,165085.09,514919.36,345836.78,1788815.91,2814657.1399999997,1787176.73,91801.44,918074.73,17604.24,1027480.4099999999,0.37,165296.72,9,52178.04,144.87,471278.01,稳健,53,4939715.86,0.059,0.097,差,27,0.71,34,7,0.62,70.72,2990.2,3175.05,498.59,1554.68,419.51,279.9,270.17,554.2,743.91,2352.75,169.03,1757.38,1003.44,449.49,898.57,471.98,1199.89,752.97,237.73,164.07
U000178,38,男,西安,个体商户,硕士,已婚,14890.33,13402.85,431.16,28724.34,26496.2,0.08,193843.87,1260547.76,167147.31,2415461.02,4036999.96,3728380.95,95559.41,64976.22,148083.38,308619.01,0.08,184972.27,5,23706.84,912.65,1029807.44,积极,52,4527856.29,0.046,0.096,良,10,0.44,20,7,0.85,51.2,856.57,2519.29,456.36,1429.62,1163.7,2903.32,1862.41,905.19,1158.54,2475.52,552.17,428.4,11.77,1896.63,1747.75,119.44,931.11,675.11,136.81,4266.48
U000179,25,男,广州,企业管理,博士,丧偶,17549.18,271.7,871.73,18692.61,13235.91,0.29,335188.45,400636.72,186742.54,228870.1,1151437.81,1006365.37,19415.49,71718.04,53938.91,145072.44,0.13,67178.27,0,0.0,1640.42,273003.0,稳健,64,2563605.16,0.019,0.081,差,28,0.34,10,5,0.7,65.93,21.99,716.73,506.63,72.67,126.26,559.54,234.33,1857.23,1138.6,2739.1,200.45,2331.69,376.21,284.66,34.44,36.14,785.16,408.26,171.25,634.59
U000180,50,女,武汉,医生,本科,离异,19806.35,290.08,4281.1,24377.53,25262.42,-0.04,198265.16,1519870.52,111203.31,2782439.04,4611778.03,2919557.74,141937.85,1370632.08,179650.36,1692220.29,0.37,83554.37,1,6008.8,16472.84,1537212.78,稳健,51,2415639.4,0.03,0.109,优,3,0.46,7,2,0.69,30.81,441.75,1306.13,674.45,2628.9,2604.57,983.29,654.74,682.4,2482.96,602.79,355.42,134.1,952.7,997.22,2785.82,378.94,726.86,2504.09,2629.51,735.75
U000181,22,女,上海,市场营销,本科,未婚,6790.77,809.01,918.57,8518.35,7540.36,0.11,303503.26,2050483.63,231880.32,69311.96,2655179.1699999995,2377784.98,66094.68,36989.15,174310.36,277394.18999999994,0.1,0.0,0,0.0,1880.58,1786868.88,保守,60,2889141.47,0.025,0.105,差,22,0.86,34,6,0.85,35.26,961.05,45.01,967.42,410.44,270.29,11.83,230.06,186.7,62.66,380.76,1263.73,294.39,447.09,25.27,192.72,44.09,338.17,993.83,386.37,28.48
U000182,35,男,宁波,个体商户,博士,离异,13834.44,817.49,3664.33,18316.260000000002,16925.81,0.08,458167.88,1542085.07,386787.75,415217.42,2802258.12,1822808.14,40191.56,809450.74,129807.68,979449.98,0.35,147476.01,12,87017.91,29252.66,419587.95,积极,57,1942087.17,0.055,0.09,一般,13,0.32,4,11,0.54,61.6,548.55,1001.92,646.49,2246.38,2111.12,1185.19,585.56,369.24,140.16,549.0,667.57,1410.81,1344.37,91.04,629.91,251.27,213.62,2199.53,53.63,680.47
U000183,47,男,郑州,科研人员,本科,丧偶,12856.59,3767.07,8839.79,25463.45,16389.66,0.36,300825.53,599019.6,479128.25,230841.93,1609815.3099999998,1388461.29,23726.34,168036.87,29590.81,221354.02,0.14,30099.61,6,78103.15,21390.12,586338.88,激进,67,4692746.63,0.034,0.085,一般,23,0.62,9,6,0.34,86.67,426.59,803.56,1939.1,152.19,1328.11,1663.97,1516.83,616.64,607.33,315.47,853.11,463.11,691.48,341.88,803.59,1063.36,96.77,1093.54,474.96,1138.06
U000184,41,女,合肥,医生,硕士,离异,17164.78,9722.97,6658.55,33546.3,29020.34,0.13,389412.79,1396921.63,283625.83,2694845.77,4764806.02,3495090.73,40457.34,1183901.56,45356.39,1269715.29,0.27,74380.46,9,115462.46,1528.4,706241.79,平衡,64,4802962.35,0.041,0.07,良,17,0.33,5,4,0.41,37.6,772.53,652.19,3375.07,395.9,2544.85,905.68,987.88,504.86,1164.9,538.4,54.83,434.51,8.76,5246.35,4618.12,688.18,1783.91,580.83,1522.02,2240.58
U000185,26,女,青岛,个体商户,高中,丧偶,12811.45,13311.07,1956.05,28078.57,18924.17,0.33,251120.29,2243571.06,266821.48,60745.01,2822257.84,2479798.06,2542.37,186213.78,153703.63,342459.78,0.12,189557.81,2,23407.99,26970.17,1092291.18,保守,66,1990762.91,0.045,0.088,良,9,0.88,36,4,0.86,77.36,1424.57,287.99,4321.47,24.32,861.83,1003.62,1085.17,119.49,2598.31,186.21,908.14,234.66,341.92,736.55,502.95,162.67,174.63,504.47,1318.96,2126.23
U000186,37,女,天津,企业管理,本科,未婚,17139.57,6161.64,4016.3,27317.51,27875.84,-0.02,298801.7,263571.22,27516.82,1923937.96,2513827.6999999997,1921133.39,72345.5,333215.79,187133.02,592694.3099999999,0.24,55585.43,0,12538.43,26417.94,1354126.78,平衡,52,4891277.78,0.03,0.089,一般,19,0.58,3,11,0.58,76.54,156.05,886.83,187.58,29.71,1924.75,1638.05,316.01,472.95,42.61,3199.08,6528.86,258.48,467.54,3601.42,4634.79,966.18,92.25,71.37,1515.11,886.22
U000187,33,女,重庆,医生,博士,丧偶,14818.04,17486.03,875.99,33180.06,31983.15,0.04,279858.83,2630382.49,401842.75,865902.05,4177986.12,2544220.63,93458.04,1455541.01,84766.44,1633765.49,0.39,179285.77,2,125326.73,17878.28,287278.57,激进,59,2635759.09,0.053,0.119,良,2,0.85,37,12,0.36,56.61,20.4,2778.91,656.77,73.75,1593.14,909.97,6537.1,1410.26,577.81,2218.41,568.55,4210.77,842.82,1432.73,93.15,996.78,3205.64,2940.23,455.93,460.01
U000188,32,女,合肥,金融分析师,博士,丧偶,13165.52,5789.26,4905.86,23860.64,24132.64,-0.01,187235.6,1521541.46,247050.24,2219568.07,4175395.37,2932165.95,25595.31,1186829.32,30804.79,1243229.4200000002,0.3,60033.88,10,125136.46,13987.22,1307625.94,平衡,59,2377205.47,0.035,0.101,差,7,0.12,17,15,1.0,34.34,2489.97,3903.49,146.8,875.83,602.98,2996.17,127.76,347.36,2045.1,77.13,993.58,854.81,596.25,735.04,1105.73,257.77,1243.01,2397.75,2091.34,244.78
U000189,57,女,南京,科研人员,本科,未婚,18022.73,7464.04,7329.57,32816.34,19977.69,0.39,225797.35,2239369.81,73068.56,1383131.9,3921367.62,3261013.33,113698.42,536078.2,10577.67,660354.29,0.17,72232.69,22,7307.24,10820.74,1277893.05,激进,52,2812399.22,0.048,0.071,一般,3,0.58,5,10,0.91,83.74,526.03,616.51,1336.88,68.52,41.44,584.12,1402.73,252.43,1204.6,353.3,2550.87,2654.29,414.29,306.9,622.18,323.08,1310.37,2053.87,1312.92,2042.35
U000190,46,女,杭州,退休人员,硕士,离异,15116.2,2738.99,2814.18,20669.370000000003,20450.36,0.01,313115.82,3038994.35,81514.57,653628.64,4087253.38,2609391.33,71480.37,1247360.33,159021.35,1477862.0500000003,0.36,111731.04,22,124712.43,17767.07,1064191.31,稳健,67,3660192.0,0.05,0.085,一般,29,0.16,4,0,0.64,50.25,400.22,134.49,1059.64,353.7,880.26,249.71,67.03,3880.05,134.38,3527.75,2994.42,1249.35,852.25,682.27,1590.91,270.36,498.88,764.31,419.08,441.28
U000191,19,男,合肥,律师,大专,离异,13938.14,1111.79,1713.63,16763.56,11251.36,0.33,111021.47,244421.15,65109.13,39302.48,459854.23,226709.23,60792.0,156805.94,15547.06,233145.0,0.51,0.0,0,0.0,2770.91,1586110.36,保守,66,3169292.77,0.033,0.115,优,1,0.15,0,3,0.85,89.81,783.0,92.7,1122.3,481.2,713.88,334.61,622.77,6.73,702.64,16.87,908.85,1986.87,143.44,97.26,597.14,120.16,826.54,44.7,55.45,1594.25
U000192,22,男,成都,退休人员,本科,丧偶,6750.55,4743.96,695.67,12190.18,8292.72,0.32,260329.9,1529963.59,120911.26,285117.68,2196322.43,2068582.9,9315.93,115626.74,2796.86,127739.53000000001,0.06,0.0,0,0.0,4569.17,1508035.74,积极,50,4881109.57,0.015,0.073,良,16,0.78,30,11,0.79,42.03,575.92,964.65,201.53,580.1,463.67,475.08,589.8,440.29,288.11,165.96,752.32,131.87,605.96,136.58,504.64,706.64,126.87,31.78,72.16,478.78
U000193,42,男,宁波,科研人员,高中,丧偶,13859.45,2256.91,9846.13,25962.489999999998,17182.18,0.34,79427.64,421328.35,381136.84,2114192.75,2996085.58,2794893.96,74655.7,60912.84,65623.08,201191.62,0.07,23144.52,9,68541.86,23999.29,1374093.11,积极,64,1516430.43,0.03,0.119,优,13,0.25,2,15,0.96,53.88,668.36,2713.15,414.12,642.71,14.14,87.38,307.13,29.0,1024.43,570.55,815.45,197.03,360.18,1119.01,3450.17,53.1,2269.37,882.9,851.92,712.09
U000194,24,男,苏州,教师,高中,离异,16548.86,2003.12,1181.11,19733.09,12843.5,0.35,499656.77,2151277.32,32355.21,487603.75,3170893.05,2820582.72,33185.9,118992.17,198132.26,350310.33,0.11,24552.43,1,0.0,7575.7,1426987.61,积极,68,3171424.87,0.048,0.108,差,30,0.42,30,12,0.99,63.24,50.78,66.5,648.61,294.42,1759.72,368.5,109.2,885.66,245.18,526.35,845.05,1627.74,1109.39,796.58,803.75,2059.98,247.65,0.79,224.11,173.53
U000195,28,女,深圳,企业管理,硕士,离异,17160.2,594.47,1475.6,19230.27,19521.73,-0.02,288918.25,64197.33,89547.84,302291.96,744955.3800000001,525101.02,34657.32,60550.52,124646.52,219854.36,0.3,152034.29,5,112741.46,21799.05,1585462.83,积极,56,1821033.19,0.035,0.09,差,17,0.37,34,0,0.97,32.05,1114.01,20.27,1614.95,483.77,1353.77,1006.53,519.41,178.89,122.75,2204.23,3101.51,1298.6,135.13,636.43,1615.69,1873.0,155.71,0.04,1541.25,545.8
U000196,36,男,杭州,退休人员,本科,离异,19509.01,3537.38,6594.11,29640.5,29334.94,0.01,583902.15,459603.88,215340.56,937379.03,2196225.62,888970.05,47467.82,1146016.71,113771.04,1307255.57,0.6,98110.74,8,102806.13,17624.08,951822.11,激进,55,2780082.72,0.03,0.09,优,12,0.59,22,9,0.52,31.83,499.12,22.06,1320.86,3237.35,5372.89,1417.64,1227.92,151.08,1352.86,812.39,1587.88,836.54,467.09,169.58,642.8,172.74,330.86,7425.36,997.93,1289.98
U000197,51,女,青岛,制造业工人,高中,丧偶,22030.9,7611.47,4281.48,33923.850000000006,37179.62,-0.1,333662.98,200394.83,122114.44,703866.27,1360038.52,1047588.53,47439.13,127412.61,137598.25,312449.99,0.23,173787.99,3,50639.14,695.83,652233.68,保守,64,3459955.04,0.031,0.091,良,13,0.31,15,0,0.99,54.55,952.79,878.17,1240.17,2686.36,2758.59,911.31,344.03,2408.31,330.51,2079.02,2845.17,2902.28,3369.78,4963.32,1667.86,3153.14,2323.26,497.14,62.63,805.77
U000198,34,女,重庆,律师,本科,未婚,15814.07,16229.14,6673.88,38717.09,26455.91,0.32,191693.37,2617454.93,100879.31,1906332.6,4816360.210000001,4418366.92,114944.66,112981.77,170066.86,397993.29,0.08,42816.02,4,7129.7,30086.08,804054.7,平衡,57,3310575.31,0.058,0.103,一般,18,0.18,21,8,0.35,82.08,1019.57,1672.42,3304.51,380.58,233.72,5766.18,199.19,1134.16,1534.51,1358.01,156.72,102.29,194.2,1534.61,1369.33,463.81,1769.09,2988.01,73.98,1201.03
U000199,34,男,西安,医生,本科,丧偶,11523.51,6267.06,4143.14,21933.71,15915.81,0.27,329836.31,1813212.67,273781.24,2642689.71,5059519.93,4173790.39,74085.58,774336.17,37307.79,885729.54,0.18,99840.73,10,144317.56,22414.68,934590.63,积极,70,2897237.01,0.041,0.106,一般,13,0.85,40,1,0.67,53.68,322.02,832.53,1997.9,1453.54,766.0,1146.97,397.32,896.75,549.52,184.41,1059.1,711.72,388.82,2121.15,18.52,332.2,51.27,1273.51,1060.19,352.37
U000200,47,女,北京,程序员,高中,离异,19904.25,12678.55,8459.67,41042.47,30103.31,0.27,221024.34,537957.44,343427.45,708389.49,1810798.72,1545972.91,34341.61,224943.37,5540.83,264825.81,0.15,159408.95,9,69623.96,19090.03,872265.82,激进,70,4575450.3,0.02,0.076,一般,0,0.31,8,5,0.75,32.75,1523.85,682.2,1910.45,819.42,719.32,3693.63,390.93,173.69,1188.76,4715.39,642.25,86.68,560.92,954.23,239.07,1452.49,8250.85,813.38,592.89,692.92
